Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A2278;Data Analytics Course;830;52470;23104;270;30;54;1636;04/11/2024;Hyderabad;Desktop;Data Analitics Online
A2279;Data Analytics Course;1660;55220;21834;130;30;18;1235;22/11/2024;Hyderabad;Desktop;Online Data Analytic
A2280;Data Analytics Course;1080;36820;21443;200;30;28;1553;27/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2283;Data Analytics Course;1950;31220;2053;240;40;43;1326;14/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2286;Data Analytics Course;980;54850;18229;160;50;51;1518;19/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2289;Data Analytics Course;1700;52860;19065;220;70;41;1110;09/11/2024;Hyderabad;Desktop;Data Analitics Online
A2291;Data Analytics Course;1560;51250;18215;260;100;64;1658;16/11/2024;Hyderabad;Mobile;Data Analytics Course
A2292;Data Analytics Course;910;45000;24181;200;30;33;1902;22/11/2024;Hyderabad;Mobile;Data Analitics Online
A2293;Data Analytics Course;1400;46330;22865;150;40;49;1738;20/11/2024;Hyderabad;Mobile;Data Analitics Online
A2295;Data Analytics Course;1980;34440;19591;270;40;56;1317;10/11/2024;Hyderabad;Desktop;Data Analitics Online
A2296;Data Analytics Course;880;42530;2105;230;80;51;1918;11/11/2024;Hyderabad;Tablet;Data Analitics Online
A2298;Data Analytics Course;1860;35760;21396;260;40;22;1689;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2299;Data Analytics Course;1460;58310;20307;190;50;55;1216;28/11/2024;Hyderabad;Mobile;Analytics For Data
A2300;Data Analytics Course;1990;51470;20308;270;100;5;1126;30/11/2024;Hyderabad;Tablet;Data Analytics Course
A2301;Data Analytics Course;940;42420;20878;140;50;53;1122;17/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2304;Data Analytics Course;1170;50160;24938;100;90;77;1832;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2305;Data Analytics Course;1560;50720;24937;180;30;58;1701;12/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2306;Data Analytics Course;1510;48050;24195;220;30;56;1571;03/11/2024;Hyderabad;Tablet;Online Data Analytic
A2308;Data Analytics Course;1050;51510;18818;140;90;32;1595;03/11/2024;Hyderabad;Tablet;Online Data Analytic
A2310;Data Analytics Course;930;42690;24776;210;80;86;1543;19/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2312;Data Analytics Course;1560;44760;18668;170;100;33;1372;13/11/2024;Hyderabad;Tablet;Analytics For Data
A2313;Data Analytics Course;1660;57490;23652;110;50;36;1780;15/11/2024;Hyderabad;Desktop;Analytics For Data
A2314;Data Analytics Course;1340;51660;19192;100;30;37;1526;04/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2316;Data Analytics Course;950;49390;21943;260;30;32;1785;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2317;Data Analytics Course;1550;31800;22963;150;80;52;1832;15/11/2024;Hyderabad;Desktop;Data Analytics Course
A2318;Data Analytics Course;1840;39810;19325;160;30;35;1359;30/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2319;Data Analytics Course;1860;33920;21816;290;70;38;1012;08/11/2024;Hyderabad;Desktop;Analytics For Data
A2320;Data Analytics Course;930;31600;22075;300;80;86;1472;08/11/2024;Hyderabad;Desktop;Data Analitics Online
A2321;Data Analytics Course;1380;46990;20254;260;90;65;1133;25/11/2024;Hyderabad;Tablet;Online Data Analytic
A2322;Data Analytics Course;960;37300;21761;160;40;42;1283;07/11/2024;Hyderabad;Desktop;Analytics For Data
A2324;Data Analytics Course;920;32990;18858;110;90;98;1678;27/11/2024;Hyderabad;Desktop;Data Analitics Online
A2325;Data Analytics Course;1560;56340;24745;160;50;32;1925;08/11/2024;Hyderabad;Tablet;Data Analytics Course
A2326;Data Analytics Course;1130;59910;21128;160;30;27;1499;16/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2328;Data Analytics Course;1890;53350;18146;270;90;48;1734;08/11/2024;Hyderabad;Mobile;Online Data Analytic
A2329;Data Analytics Course;1490;45500;21944;110;90;6;1659;16/11/2024;Hyderabad;Tablet;Online Data Analytic
A2330;Data Analytics Course;1000;58050;18127;150;40;4;1195;04/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2332;Data Analytics Course;860;50600;2494;150;40;47;1761;15/11/2024;Hyderabad;Tablet;Data Analitics Online
A2333;Data Analytics Course;930;51780;24513;140;50;54;1080;08/11/2024;Hyderabad;Mobile;Data Analitics Online
A2335;Data Analytics Course;1560;32180;23569;280;60;38;1289;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A2336;Data Analytics Course;1240;46820;20753;200;30;33;1550;03/11/2024;Hyderabad;Tablet;Online Data Analytic
A2337;Data Analytics Course;1770;35920;20525;290;90;51;1271;15/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2339;Data Analytics Course;1320;35620;23834;230;40;3;1033;29/11/2024;Hyderabad;Tablet;Data Analytics Course
A2341;Data Analytics Course;1530;39530;23756;200;60;53;1388;26/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2342;Data Analytics Course;1870;48910;22399;140;80;43;1014;26/11/2024;Hyderabad;Mobile;Online Data Analytic
A2343;Data Analytics Course;1550;49760;18321;100;50;53;1554;13/11/2024;Hyderabad;Tablet;Online Data Analytic
A2345;Data Analytics Course;1720;30010;21062;140;40;23;1192;25/11/2024;Hyderabad;Tablet;Data Analitics Online
A2346;Data Analytics Course;920;57280;2245;140;90;98;1876;26/11/2024;Hyderabad;Tablet;Online Data Analytic
A2347;Data Analytics Course;1620;51030;18815;130;90;56;1264;28/11/2024;Hyderabad;Mobile;Analytics For Data
A2348;Data Analytics Course;1930;31310;1981;220;50;35;1870;19/11/2024;Hyderabad;Tablet;Data Analytics Course
A2350;Data Analytics Course;1850;40700;20095;210;50;27;1503;07/11/2024;Hyderabad;Mobile;Online Data Analytic
A2351;Data Analytics Course;1170;33500;24368;230;50;56;1204;14/11/2024;Hyderabad;Desktop;Analytics For Data
A2352;Data Analytics Course;1230;49760;24449;140;40;33;1579;02/11/2024;Hyderabad;Desktop;Analytics For Data
A2354;Data Analytics Course;1180;43900;21404;240;80;68;1071;18/11/2024;Hyderabad;Tablet;Analytics For Data
A2355;Data Analytics Course;820;36980;22912;300;90;11;1246;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2357;Data Analytics Course;1300;33320;20206;140;50;38;1184;14/11/2024;Hyderabad;Desktop;Online Data Analytic
A2358;Data Analytics Course;920;40820;18629;250;50;54;1046;24/11/2024;Hyderabad;Tablet;Online Data Analytic
A2360;Data Analytics Course;1930;52630;2405;180;60;54;1670;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A2361;Data Analytics Course;980;43710;24623;250;70;71;1114;14/11/2024;Hyderabad;Tablet;Analytics For Data
A2362;Data Analytics Course;1760;36570;20944;190;30;17;1171;07/11/2024;Hyderabad;Desktop;Online Data Analytic
A2363;Data Analytics Course;1820;58330;24372;200;50;27;1206;14/11/2024;Hyderabad;Desktop;Data Analytics Course
A2364;Data Analytics Course;850;30770;20016;110;100;118;1876;23/11/2024;Hyderabad;Mobile;Analytics For Data
A2365;Data Analytics Course;980;36460;23905;140;60;34;1586;14/11/2024;Hyderabad;Desktop;Data Analytics Course
A2366;Data Analytics Course;1600;31390;23055;280;50;31;1449;15/11/2024;Hyderabad;Desktop;Analytics For Data
A2367;Data Analytics Course;1790;40050;23247;160;100;56;1553;24/11/2024;Hyderabad;Desktop;Analytics For Data
A2371;Data Analytics Course;920;55500;22638;280;80;87;1322;21/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2372;Data Analytics Course;900;35260;21139;100;30;37;1395;20/11/2024;Hyderabad;Desktop;Online Data Analytic
A2374;Data Analytics Course;820;41320;24713;110;60;73;1091;12/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2375;Data Analytics Course;1510;58260;22653;160;80;53;1511;25/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2376;Data Analytics Course;1620;59970;24029;200;50;35;1144;24/11/2024;Hyderabad;Mobile;Data Analitics Online
A2377;Data Analytics Course;1970;45410;24381;190;90;57;1701;11/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2378;Data Analytics Course;1330;46420;18452;220;40;32;1074;14/11/2024;Hyderabad;Desktop;Online Data Analytic
A2380;Data Analytics Course;1690;36470;19412;120;60;36;1697;22/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2382;Data Analytics Course;1240;59800;20065;250;40;32;1768;04/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2384;Data Analytics Course;1270;53260;22611;180;100;4;1040;21/11/2024;Hyderabad;Mobile;Online Data Analytic
A2385;Data Analytics Course;1140;55650;21004;160;40;35;1800;07/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2386;Data Analytics Course;1540;33120;20323;160;50;42;1977;04/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2388;Data Analytics Course;1260;35700;21478;280;90;71;1078;12/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2390;Data Analytics Course;1250;57360;19728;300;50;4;1265;18/11/2024;Hyderabad;Mobile;Analytics For Data
A2391;Data Analytics Course;1970;59210;21497;180;60;3;1975;14/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2393;Data Analytics Course;1640;53340;20391;180;60;57;1128;18/11/2024;Hyderabad;Desktop;Data Analytics Course
A2396;Data Analytics Course;1490;57200;21154;140;50;34;1612;29/11/2024;Hyderabad;Desktop;Data Analytics Course
A2397;Data Analytics Course;1830;35400;22214;150;30;16;1248;11/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2400;Data Analytics Course;1740;43340;18629;120;40;23;1457;22/11/2024;Hyderabad;Mobile;Analytics For Data
A2401;Data Analytics Course;910;40380;19715;230;60;66;1000;29/11/2024;Hyderabad;Mobile;Data Analitics Online
A2404;Data Analytics Course;1520;41820;23345;190;50;33;1719;13/11/2024;Hyderabad;Mobile;Data Analytics Course
A2405;Data Analytics Course;1890;48090;22532;270;100;53;1324;18/11/2024;Hyderabad;Mobile;Analytics For Data
A2407;Data Analytics Course;1590;34010;22271;180;30;19;1849;05/11/2024;Hyderabad;Desktop;Data Analitics Online
A2408;Data Analytics Course;1750;55610;23196;200;80;57;1174;14/11/2024;Hyderabad;Mobile;Data Analytics Course
A2410;Data Analytics Course;820;48980;21511;250;80;98;1776;09/11/2024;Hyderabad;Tablet;Analytics For Data
A2412;Data Analytics Course;850;59540;20188;180;60;71;1526;27/11/2024;Hyderabad;Tablet;Analytics For Data
A2413;Data Analytics Course;1280;34870;23619;250;60;47;1961;02/11/2024;Hyderabad;Tablet;Data Analytics Course
A2414;Data Analytics Course;1530;38080;18961;190;80;52;1246;02/11/2024;Hyderabad;Tablet;Data Analytics Course
A2416;Data Analytics Course;1480;47210;18948;260;80;54;1176;01/11/2024;Hyderabad;Mobile;Online Data Analytic
A2417;Data Analytics Course;1530;47680;21439;250;50;41;1837;26/11/2024;Hyderabad;Tablet;Data Analitics Online
A2420;Data Analytics Course;1460;51730;23426;200;70;48;1089;28/11/2024;Hyderabad;Mobile;Online Data Analytic
A2421;Data Analytics Course;810;48080;18919;170;90;111;1759;25/11/2024;Hyderabad;Desktop;Online Data Analytic
A2424;Data Analytics Course;1550;45320;20344;190;80;52;1709;17/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2427;Data Analytics Course;820;30520;21111;120;30;37;1917;06/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2428;Data Analytics Course;1980;57180;19437;130;80;4;1118;16/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2429;Data Analytics Course;1150;47620;24163;200;80;58;1555;03/11/2024;Hyderabad;Desktop;Data Analytics Course
A2430;Data Analytics Course;1580;49530;24307;200;80;51;1955;04/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2431;Data Analytics Course;1020;37840;21945;130;90;45;1967;20/11/2024;Hyderabad;Desktop;Data Analytics Course
A2433;Data Analytics Course;1980;58600;18525;240;90;41;1950;01/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2434;Data Analytics Course;1740;41690;18936;230;80;46;1110;14/11/2024;Hyderabad;Tablet;Data Analytics Course
A2437;Data Analytics Course;1470;57930;24032;250;50;49;1645;27/11/2024;Hyderabad;Tablet;Data Analytics Course
A2441;Data Analytics Course;880;50630;1952;220;30;34;1460;20/11/2024;Hyderabad;Mobile;Analytics For Data
A2442;Data Analytics Course;1720;56350;20016;210;70;36;1727;14/11/2024;Hyderabad;Mobile;Data Analitics Online
A2443;Data Analytics Course;810;44040;23962;110;40;35;1814;21/11/2024;Hyderabad;Mobile;Data Analytics Course
A2444;Data Analytics Course;1420;43120;21354;210;70;49;1666;20/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2446;Data Analytics Course;810;35750;19271;270;40;49;1158;11/11/2024;Hyderabad;Tablet;Online Data Analytic
A2447;Data Analytics Course;1120;50550;21336;260;50;58;1959;29/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2448;Data Analytics Course;1010;54150;23641;130;100;39;1832;15/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2449;Data Analytics Course;1660;31180;21246;250;70;42;1813;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A2452;Data Analytics Course;1260;52500;23973;300;40;32;1070;23/11/2024;Hyderabad;Tablet;Analytics For Data
A2453;Data Analytics Course;1190;44050;23366;250;30;39;1407;12/11/2024;Hyderabad;Desktop;Data Analytics Course
A2454;Data Analytics Course;1890;50600;23654;260;70;43;1877;10/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2455;Data Analytics Course;1670;32960;24685;290;80;48;1723;17/11/2024;Hyderabad;Desktop;Data Analitics Online
A2456;Data Analytics Course;1980;34990;20974;300;90;4;1893;25/11/2024;Hyderabad;Desktop;Data Analytics Course
A2457;Data Analytics Course;950;34490;18455;100;100;41;1601;16/11/2024;Hyderabad;Mobile;Analytics For Data
A2458;Data Analytics Course;1810;37380;20661;160;90;5;1868;09/11/2024;Hyderabad;Mobile;Online Data Analytic
A2461;Data Analytics Course;1270;50500;18477;280;90;71;1906;02/11/2024;Hyderabad;Desktop;Data Analitics Online
A2463;Data Analytics Course;860;56520;24913;250;70;81;1981;06/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2466;Data Analytics Course;1390;58790;1979;240;40;29;1476;05/11/2024;Hyderabad;Mobile;Data Analytics Course
A2467;Data Analytics Course;1970;36200;23519;180;70;36;1740;01/11/2024;Hyderabad;Mobile;Online Data Analytic
A2468;Data Analytics Course;1160;42500;21666;100;90;78;1877;02/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2469;Data Analytics Course;1920;48500;23542;220;100;52;1124;14/11/2024;Hyderabad;Desktop;Analytics For Data
A2471;Data Analytics Course;1720;57410;19844;140;40;23;1755;11/11/2024;Hyderabad;Desktop;Analytics For Data
A2472;Data Analytics Course;1740;42720;24077;160;70;41;1004;23/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2480;Data Analytics Course;1180;43600;23209;100;90;76;1252;13/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2481;Data Analytics Course;1640;51200;18569;100;50;31;1597;23/11/2024;Hyderabad;Tablet;Analytics For Data
A2482;Data Analytics Course;1660;38870;1920;240;90;54;1890;13/11/2024;Hyderabad;Tablet;Data Analytics Course
A2483;Data Analytics Course;880;39090;18957;300;100;114;1750;29/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2486;Data Analytics Course;1510;39920;21242;100;90;6;1890;26/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2487;Data Analytics Course;1820;35540;18174;180;40;22;1933;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2488;Data Analytics Course;840;40510;19683;210;40;48;1094;14/11/2024;Hyderabad;Mobile;Online Data Analytic
A2489;Data Analytics Course;1270;35410;23947;160;100;79;1474;25/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2490;Data Analytics Course;1040;58780;22879;210;30;5;1101;05/11/2024;Hyderabad;Mobile;Data Analytics Course
A2491;Data Analytics Course;1610;46110;22834;260;70;43;1473;25/11/2024;Hyderabad;Tablet;Data Analitics Online
A2492;Data Analytics Course;1410;47640;18772;280;40;28;1428;16/11/2024;Hyderabad;Mobile;Analytics For Data
A2493;Data Analytics Course;1860;46030;19184;260;90;47;1918;07/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2495;Data Analytics Course;1240;52120;19083;130;60;48;1399;07/11/2024;Hyderabad;Desktop;Data Analytics Course
A2496;Data Analytics Course;970;52850;24965;120;70;51;1411;27/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2498;Data Analytics Course;930;55710;18571;120;70;75;1630;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A2500;Data Analytics Course;1380;53140;19839;170;100;72;1250;20/11/2024;Hyderabad;Desktop;Online Data Analytic
A2501;Data Analytics Course;1290;44520;19606;100;90;53;1069;13/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2502;Data Analytics Course;1830;39200;23579;200;70;38;1238;17/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2503;Data Analytics Course;1540;46030;2140;200;30;19;1709;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A2504;Data Analytics Course;950;49380;2045;120;60;46;1494;18/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2506;Data Analytics Course;1120;40720;21156;170;100;89;1229;01/11/2024;Hyderabad;Desktop;Analytics For Data
A2509;Data Analytics Course;1130;31040;23092;280;90;8;1422;27/11/2024;Hyderabad;Tablet;Data Analytics Course
A2510;Data Analytics Course;1450;48820;21725;220;30;21;1814;19/11/2024;Hyderabad;Mobile;Analytics For Data
A2511;Data Analytics Course;830;32120;24386;250;40;48;1612;19/11/2024;Hyderabad;Mobile;Data Analytics Course
A2512;Data Analytics Course;900;49730;18104;230;50;56;1039;03/11/2024;Hyderabad;Desktop;Online Data Analytic
A2513;Data Analytics Course;1400;52270;22257;270;30;21;1527;18/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2514;Data Analytics Course;1110;54340;18105;100;50;45;1627;23/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2515;Data Analytics Course;1050;33000;18025;220;100;95;1640;21/11/2024;Hyderabad;Mobile;Online Data Analytic
A2516;Data Analytics Course;1810;48570;21559;130;80;44;1883;23/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2517;Data Analytics Course;1890;40190;24809;160;60;45;1378;30/11/2024;Hyderabad;Tablet;Online Data Analytic
A2518;Data Analytics Course;1380;54950;22069;190;50;36;1624;04/11/2024;Hyderabad;Tablet;Online Data Analytic
A2519;Data Analytics Course;1780;52180;20892;200;70;39;1714;25/11/2024;Hyderabad;Mobile;Analytics For Data
A2520;Data Analytics Course;1550;59960;24754;150;50;32;1883;27/11/2024;Hyderabad;Mobile;Analytics For Data
A2521;Data Analytics Course;1680;49320;19895;160;70;52;1301;19/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2522;Data Analytics Course;1520;44980;23381;300;60;39;1090;25/11/2024;Hyderabad;Desktop;Data Analitics Online
A2524;Data Analytics Course;1410;43290;23044;140;60;43;1610;07/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2526;Data Analytics Course;820;54300;20546;180;50;61;1435;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A2527;Data Analytics Course;1640;51790;20672;180;90;55;1213;27/11/2024;Hyderabad;Tablet;Data Analytics Course
A2528;Data Analytics Course;1090;57070;24686;220;40;34;1980;19/11/2024;Hyderabad;Tablet;Data Analitics Online
A2530;Data Analytics Course;1750;57180;2254;190;60;57;1001;12/11/2024;Hyderabad;Tablet;Analytics For Data
A2531;Data Analytics Course;960;50750;22128;250;30;38;1937;23/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2532;Data Analytics Course;1130;44730;2023;170;50;44;1049;08/11/2024;Hyderabad;Tablet;Online Data Analytic
A2534;Data Analytics Course;1620;56880;19031;170;50;31;1556;25/11/2024;Hyderabad;Tablet;Data Analytics Course
A2536;Data Analytics Course;890;41880;20671;160;40;45;1382;01/11/2024;Hyderabad;Tablet;Online Data Analytic
A2537;Data Analytics Course;990;41340;23404;180;30;3;1683;30/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2538;Data Analytics Course;910;47100;19918;210;90;99;1431;10/11/2024;Hyderabad;Tablet;Data Analytics Course
A2539;Data Analytics Course;1410;46540;19219;210;60;43;1932;25/11/2024;Hyderabad;Mobile;Analytics For Data
A2540;Data Analytics Course;1100;55090;24538;130;80;48;1539;10/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2542;Data Analytics Course;850;46530;19673;230;60;71;1032;13/11/2024;Hyderabad;Mobile;Data Analytics Course
A2543;Data Analytics Course;1510;53890;22707;180;100;57;1318;20/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2544;Data Analytics Course;1390;52900;20843;280;40;51;1022;20/11/2024;Hyderabad;Tablet;Data Analitics Online
A2546;Data Analytics Course;1090;44440;21946;120;90;83;1159;28/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2547;Data Analytics Course;1450;35090;18111;190;100;48;1627;22/11/2024;Hyderabad;Mobile;Online Data Analytic
A2548;Data Analytics Course;1510;46750;18302;140;70;46;1000;10/11/2024;Hyderabad;Mobile;Analytics For Data
A2549;Data Analytics Course;1080;58690;22693;160;70;65;1633;03/11/2024;Hyderabad;Desktop;Analytics For Data
A2550;Data Analytics Course;1660;39920;2059;150;80;48;1899;05/11/2024;Hyderabad;Desktop;Analytics For Data
A2551;Data Analytics Course;1340;41720;1918;260;50;37;1170;18/11/2024;Hyderabad;Tablet;Online Data Analytic
A2555;Data Analytics Course;1470;59300;24818;220;100;68;1743;15/11/2024;Hyderabad;Desktop;Analytics For Data
A2556;Data Analytics Course;1960;36560;24044;150;60;52;1894;03/11/2024;Hyderabad;Tablet;Analytics For Data
A2557;Data Analytics Course;1590;50780;18257;300;80;5;1541;09/11/2024;Hyderabad;Mobile;Data Analytics Course
A2558;Data Analytics Course;1040;52570;22044;170;70;52;1462;27/11/2024;Hyderabad;Mobile;Data Analitics Online
A2559;Data Analytics Course;1350;55820;20914;280;50;37;1912;25/11/2024;Hyderabad;Tablet;Online Data Analytic
A2561;Data Analytics Course;1360;36570;23619;120;50;37;1425;06/11/2024;Hyderabad;Mobile;Online Data Analytic
A2564;Data Analytics Course;1810;53430;24402;300;90;38;1639;26/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2566;Data Analytics Course;800;57560;20538;160;40;5;1778;20/11/2024;Hyderabad;Desktop;Online Data Analytic
A2567;Data Analytics Course;1550;56960;23644;130;30;19;1207;23/11/2024;Hyderabad;Mobile;Data Analitics Online
A2568;Data Analytics Course;1140;56830;21442;200;80;7;1474;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2569;Data Analytics Course;980;46690;20572;160;60;61;1767;30/11/2024;Hyderabad;Desktop;Analytics For Data
A2571;Data Analytics Course;1600;31630;23895;200;80;5;1569;26/11/2024;Hyderabad;Desktop;Online Data Analytic
A2572;Data Analytics Course;1750;37320;23125;160;100;57;1014;15/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2573;Data Analytics Course;1230;38600;22463;240;80;65;1800;15/11/2024;Hyderabad;Desktop;Analytics For Data
A2576;Data Analytics Course;1850;51210;21546;120;90;49;1724;02/11/2024;Hyderabad;Mobile;Data Analytics Course
A2577;Data Analytics Course;1390;56100;23944;170;60;43;1548;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A2578;Data Analytics Course;1740;38900;18604;280;70;4;1793;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A2579;Data Analytics Course;1570;46710;24817;140;70;45;1247;03/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2580;Data Analytics Course;1600;54380;1975;160;60;37;1752;03/11/2024;Hyderabad;Tablet;Data Analytics Course
A2583;Data Analytics Course;1870;37220;18243;270;70;37;1613;20/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2585;Data Analytics Course;1940;51230;18001;270;50;36;1978;05/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2586;Data Analytics Course;1570;41270;20044;300;80;58;1044;15/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2587;Data Analytics Course;1120;49440;23383;190;40;36;1296;27/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2588;Data Analytics Course;820;45340;20389;100;60;73;1589;26/11/2024;Hyderabad;Tablet;Online Data Analytic
A2589;Data Analytics Course;1520;58940;21923;140;50;33;1641;13/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2590;Data Analytics Course;810;55450;21289;110;50;62;1818;15/11/2024;Hyderabad;Mobile;Data Analitics Online
A2592;Data Analytics Course;1170;30390;22372;270;80;68;1340;14/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2594;Data Analytics Course;1920;49200;19215;180;100;52;1665;09/11/2024;Hyderabad;Mobile;Data Analitics Online
A2596;Data Analytics Course;1770;32380;18961;290;70;5;1925;27/11/2024;Hyderabad;Tablet;Data Analitics Online
A2598;Data Analytics Course;1470;45070;19042;270;80;54;1073;05/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2601;Data Analytics Course;1600;37110;21441;100;60;37;1550;07/11/2024;Hyderabad;Mobile;Analytics For Data
A2603;Data Analytics Course;950;54110;18258;130;40;42;1111;30/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2604;Data Analytics Course;1110;35200;2374;130;30;27;1395;19/11/2024;Hyderabad;Mobile;Online Data Analytic
A2605;Data Analytics Course;1710;34600;18414;270;90;53;1565;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A2606;Data Analytics Course;1450;58750;2210;140;70;48;1230;24/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2607;Data Analytics Course;1180;34040;18315;270;70;59;1489;21/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2609;Data Analytics Course;1080;36280;18568;240;80;74;1682;19/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2610;Data Analytics Course;1000;49940;20632;210;70;4;1673;20/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2611;Data Analytics Course;1380;57580;19353;140;40;29;1902;15/11/2024;Hyderabad;Tablet;Analytics For Data
A2612;Data Analytics Course;880;33820;19862;250;90;102;1599;10/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2613;Data Analytics Course;1250;36520;18661;290;100;8;1017;29/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2614;Data Analytics Course;1690;41200;21575;270;50;3;1362;19/11/2024;Hyderabad;Mobile;Analytics For Data
A2616;Data Analytics Course;1490;57260;23572;170;70;47;1902;11/11/2024;Hyderabad;Mobile;Data Analitics Online
A2617;Data Analytics Course;990;59380;18349;300;30;3;1487;18/11/2024;Hyderabad;Mobile;Data Analitics Online
A2618;Data Analytics Course;1770;35670;21471;280;50;28;1001;11/11/2024;Hyderabad;Tablet;Analytics For Data
A2621;Data Analytics Course;1910;33370;2310;290;60;31;1424;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A2624;Data Analytics Course;1250;43000;22137;160;100;8;1066;27/11/2024;Hyderabad;Tablet;Data Analytics Course
A2626;Data Analytics Course;840;42630;23462;290;90;107;1599;18/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2628;Data Analytics Course;1290;44110;18017;280;50;39;1173;10/11/2024;Hyderabad;Desktop;Data Analitics Online
A2633;Data Analytics Course;1540;35100;21116;260;100;65;1167;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A2635;Data Analytics Course;1360;59770;24989;150;90;66;1477;28/11/2024;Hyderabad;Tablet;Analytics For Data
